"household_language","state","speakers","total_speakers_by_language","percent_speakers","total_speakers_by_state","percent_speakers_by_state"
"Farsi","Kansas",1845,496797,0.37,2631827,0.07
"Farsi","Kentucky",1857,496797,0.37,3999146,0.05
"Farsi","Louisiana",1177,496797,0.24,3954844,0.03
"Farsi","Maine",1443,496797,0.29,1231579,0.12
"Farsi","Maryland",19107,496797,3.85,5533146,0.35
"Farsi","Massachusetts",9475,496797,1.91,6355905,0.15
"Farsi","Michigan",4554,496797,0.92,9080289,0.05
"Farsi","Minnesota",2359,496797,0.47,5150715,0.05
"Farsi","Mississippi",814,496797,0.16,2541044,0.03
"Farsi","Missouri",2140,496797,0.43,5508462,0.04
"Farsi","Montana",126,496797,0.03,952635,0.01
"Farsi","Nebraska",1199,496797,0.24,1776556,0.07
"Farsi","Nevada",5179,496797,1.04,2744626,0.19
"Farsi","New Hampshire",164,496797,0.03,1234766,0.01
"Farsi","New Jersey",6442,496797,1.3,8410259,0.08
"Farsi","New Mexico",1389,496797,0.28,1800441,0.08
"Farsi","New York",29061,496797,5.85,17870301,0.16
"Farsi","North Carolina",5810,496797,1.17,9147135,0.06
"Farsi","North Dakota",140,496797,0.03,691239,0.02
"Farsi","Ohio",3642,496797,0.73,10674943,0.03
"Farsi","Oklahoma",2183,496797,0.44,3496942,0.06
"Farsi","Oregon",6673,496797,1.34,3856566,0.17
"Farsi","Pennsylvania",5938,496797,1.2,11689113,0.05
"Farsi","Rhode Island",137,496797,0.03,966639,0.01
"Farsi","South Carolina",1573,496797,0.32,4451500,0.04
"Farsi","South Dakota",67,496797,0.01,780990,0.01
"Farsi","Tennessee",3651,496797,0.73,6096043,0.06
"Farsi","Texas",41428,496797,8.34,25732230,0.16
"Farsi","Utah",2297,496797,0.46,2890269,0.08
"Farsi","Vermont",266,496797,0.05,563783,0.05
"Farsi","Virginia",27930,496797,5.62,7632032,0.37
"Farsi","Washington",13931,496797,2.8,6985060,0.2
"Farsi","West Virginia",119,496797,0.02,1562854,0.01
"Farsi","Wisconsin",1644,496797,0.33,5356572,0.03
"Farsi","Wyoming",24,496797,0,516070,0
"Dari","Alabama",0,42001,0,4273154,0
"Dari","Alaska",0,42001,0,643509,0
"Dari","Arizona",820,42001,1.95,6481034,0.01
"Dari","Arkansas",0,42001,0,2656747,0
"Dari","California",17029,42001,40.54,34885769,0.05
"Dari","Colorado",312,42001,0.74,5205618,0.01
"Dari","Connecticut",223,42001,0.53,3243543,0.01
"Dari","Delaware",0,42001,0,868386,0
"Dari","District of Columbia",15,42001,0.04,586792,0
"Dari","Florida",289,42001,0.69,18666465,0
"Dari","Georgia",1250,42001,2.98,9270184,0.01
"Dari","Hawaii",0,42001,0,1268826,0
"Dari","Idaho",159,42001,0.38,1608055,0.01
"Dari","Illinois",99,42001,0.24,11513071,0
"Dari","Indiana",78,42001,0.19,6051758,0
"Dari","Iowa",358,42001,0.85,2869061,0.01
"Dari","Kansas",207,42001,0.49,2631827,0.01
"Dari","Kentucky",56,42001,0.13,3999146,0
"Dari","Louisiana",0,42001,0,3954844,0
"Dari","Maine",0,42001,0,1231579,0
"Dari","Maryland",1940,42001,4.62,5533146,0.04
"Dari","Massachusetts",303,42001,0.72,6355905,0
"Dari","Michigan",426,42001,1.01,9080289,0
"Dari","Minnesota",214,42001,0.51,5150715,0
"Dari","Mississippi",0,42001,0,2541044,0
"Dari","Missouri",247,42001,0.59,5508462,0
"Dari","Montana",0,42001,0,952635,0
"Dari","Nebraska",292,42001,0.7,1776556,0.02
"Dari","Nevada",168,42001,0.4,2744626,0.01
"Dari","New Hampshire",27,42001,0.06,1234766,0
"Dari","New Jersey",361,42001,0.86,8410259,0
"Dari","New Mexico",189,42001,0.45,1800441,0.01
"Dari","New York",1503,42001,3.58,17870301,0.01
"Dari","North Carolina",415,42001,0.99,9147135,0
"Dari","North Dakota",46,42001,0.11,691239,0.01
"Dari","Ohio",141,42001,0.34,10674943,0
"Dari","Oklahoma",0,42001,0,3496942,0
"Dari","Oregon",500,42001,1.19,3856566,0.01
"Dari","Pennsylvania",643,42001,1.53,11689113,0.01
"Dari","Rhode Island",0,42001,0,966639,0
"Dari","South Carolina",0,42001,0,4451500,0
"Dari","South Dakota",204,42001,0.49,780990,0.03
"Dari","Tennessee",347,42001,0.83,6096043,0.01
"Dari","Texas",2858,42001,6.8,25732230,0.01
"Dari","Utah",166,42001,0.4,2890269,0.01
"Dari","Vermont",0,42001,0,563783,0
"Dari","Virginia",8435,42001,20.08,7632032,0.11
"Dari","Washington",1681,42001,4,6985060,0.02
"Dari","West Virginia",0,42001,0,1562854,0
"Dari","Wisconsin",0,42001,0,5356572,0
"Dari","Wyoming",0,42001,0,516070,0
"Kurdish","Alabama",76,29788,0.26,4273154,0
"Kurdish","Alaska",0,29788,0,643509,0
"Kurdish","Arizona",641,29788,2.15,6481034,0.01
"Kurdish","Arkansas",0,29788,0,2656747,0
"Kurdish","California",2223,29788,7.46,34885769,0.01
"Kurdish","Colorado",318,29788,1.07,5205618,0.01
"Kurdish","Connecticut",271,29788,0.91,3243543,0.01
"Kurdish","Delaware",60,29788,0.2,868386,0.01
"Kurdish","District of Columbia",0,29788,0,586792,0
"Kurdish","Florida",834,29788,2.8,18666465,0
"Kurdish","Georgia",729,29788,2.45,9270184,0.01
"Kurdish","Hawaii",0,29788,0,1268826,0
"Kurdish","Idaho",0,29788,0,1608055,0
"Kurdish","Illinois",467,29788,1.57,11513071,0
"Kurdish","Indiana",42,29788,0.14,6051758,0
"Kurdish","Iowa",0,29788,0,2869061,0
"Kurdish","Kansas",25,29788,0.08,2631827,0
"Kurdish","Kentucky",118,29788,0.4,3999146,0
"Kurdish","Louisiana",0,29788,0,3954844,0
"Kurdish","Maine",0,29788,0,1231579,0
"Kurdish","Maryland",132,29788,0.44,5533146,0
"Kurdish","Massachusetts",235,29788,0.79,6355905,0
"Kurdish","Michigan",734,29788,2.46,9080289,0.01
"Kurdish","Minnesota",845,29788,2.84,5150715,0.02
"Kurdish","Mississippi",0,29788,0,2541044,0
"Kurdish","Missouri",433,29788,1.45,5508462,0.01
"Kurdish","Montana",0,29788,0,952635,0
"Kurdish","Nebraska",2265,29788,7.6,1776556,0.13
"Kurdish","Nevada",56,29788,0.19,2744626,0
"Kurdish","New Hampshire",0,29788,0,1234766,0
"Kurdish","New Jersey",142,29788,0.48,8410259,0
"Kurdish","New Mexico",0,29788,0,1800441,0
"Kurdish","New York",1540,29788,5.17,17870301,0.01
"Kurdish","North Carolina",39,29788,0.13,9147135,0
"Kurdish","North Dakota",204,29788,0.68,691239,0.03
"Kurdish","Ohio",356,29788,1.2,10674943,0
"Kurdish","Oklahoma",0,29788,0,3496942,0
"Kurdish","Oregon",619,29788,2.08,3856566,0.02
"Kurdish","Pennsylvania",662,29788,2.22,11689113,0.01
"Kurdish","Rhode Island",322,29788,1.08,966639,0.03
"Kurdish","South Carolina",266,29788,0.89,4451500,0.01
"Kurdish","South Dakota",245,29788,0.82,780990,0.03
"Kurdish","Tennessee",6212,29788,20.85,6096043,0.1
"Kurdish","Texas",3745,29788,12.57,25732230,0.01
"Kurdish","Utah",415,29788,1.39,2890269,0.01
"Kurdish","Vermont",0,29788,0,563783,0
"Kurdish","Virginia",3594,29788,12.07,7632032,0.05
"Kurdish","Washington",893,29788,3,6985060,0.01
"Kurdish","West Virginia",0,29788,0,1562854,0
"Kurdish","Wisconsin",30,29788,0.1,5356572,0
"Kurdish","Wyoming",0,29788,0,516070,0
"Pashto","Alabama",236,54212,0.44,4273154,0.01
"Pashto","Alaska",0,54212,0,643509,0
"Pashto","Arizona",617,54212,1.14,6481034,0.01
"Pashto","Arkansas",74,54212,0.14,2656747,0
"Pashto","California",15128,54212,27.91,34885769,0.04
"Pashto","Colorado",707,54212,1.3,5205618,0.01
"Pashto","Connecticut",1414,54212,2.61,3243543,0.04
"Pashto","Delaware",158,54212,0.29,868386,0.02
"Pashto","District of Columbia",0,54212,0,586792,0
"Pashto","Florida",734,54212,1.35,18666465,0
"Pashto","Georgia",1052,54212,1.94,9270184,0.01
"Pashto","Hawaii",0,54212,0,1268826,0
"Pashto","Idaho",168,54212,0.31,1608055,0.01
"Pashto","Illinois",1093,54212,2.02,11513071,0.01
"Pashto","Indiana",80,54212,0.15,6051758,0
"Pashto","Iowa",28,54212,0.05,2869061,0
"Pashto","Kansas",45,54212,0.08,2631827,0
"Pashto","Kentucky",60,54212,0.11,3999146,0
"Pashto","Louisiana",69,54212,0.13,3954844,0
"Pashto","Maine",78,54212,0.14,1231579,0.01
"Pashto","Maryland",3163,54212,5.83,5533146,0.06
"Pashto","Massachusetts",1317,54212,2.43,6355905,0.02
"Pashto","Michigan",367,54212,0.68,9080289,0
"Pashto","Minnesota",233,54212,0.43,5150715,0
"Pashto","Mississippi",0,54212,0,2541044,0
"Pashto","Missouri",654,54212,1.21,5508462,0.01
"Pashto","Montana",0,54212,0,952635,0
"Pashto","Nebraska",0,54212,0,1776556,0
"Pashto","Nevada",50,54212,0.09,2744626,0
"Pashto","New Hampshire",15,54212,0.03,1234766,0
"Pashto","New Jersey",1238,54212,2.28,8410259,0.01
"Pashto","New Mexico",204,54212,0.38,1800441,0.01
"Pashto","New York",6342,54212,11.7,17870301,0.04
"Pashto","North Carolina",686,54212,1.27,9147135,0.01
"Pashto","North Dakota",60,54212,0.11,691239,0.01
"Pashto","Ohio",775,54212,1.43,10674943,0.01
"Pashto","Oklahoma",95,54212,0.18,3496942,0
"Pashto","Oregon",341,54212,0.63,3856566,0.01
"Pashto","Pennsylvania",218,54212,0.4,11689113,0
"Pashto","Rhode Island",60,54212,0.11,966639,0.01
"Pashto","South Carolina",150,54212,0.28,4451500,0
"Pashto","South Dakota",0,54212,0,780990,0
"Pashto","Tennessee",312,54212,0.58,6096043,0.01
"Pashto","Texas",5295,54212,9.77,25732230,0.02
"Pashto","Utah",499,54212,0.92,2890269,0.02
"Pashto","Vermont",0,54212,0,563783,0
"Pashto","Virginia",7124,54212,13.14,7632032,0.09
"Pashto","Washington",3065,54212,5.65,6985060,0.04
"Pashto","West Virginia",180,54212,0.33,1562854,0.01
"Pashto","Wisconsin",28,54212,0.05,5356572,0
"Pashto","Wyoming",0,54212,0,516070,0
"India N.E.C.","Alabama",1423,49663,2.87,4273154,0.03
"India N.E.C.","Alaska",45,49663,0.09,643509,0.01
"India N.E.C.","Arizona",635,49663,1.28,6481034,0.01
"India N.E.C.","Arkansas",2,49663,0,2656747,0
"India N.E.C.","California",6108,49663,12.3,34885769,0.02
"India N.E.C.","Colorado",277,49663,0.56,5205618,0.01
"India N.E.C.","Connecticut",1237,49663,2.49,3243543,0.04
"India N.E.C.","Delaware",0,49663,0,868386,0
"India N.E.C.","District of Columbia",84,49663,0.17,586792,0.01
"India N.E.C.","Florida",5079,49663,10.23,18666465,0.03
"India N.E.C.","Georgia",2419,49663,4.87,9270184,0.03
"India N.E.C.","Hawaii",0,49663,0,1268826,0
"India N.E.C.","Idaho",30,49663,0.06,1608055,0
"India N.E.C.","Illinois",2582,49663,5.2,11513071,0.02
"India N.E.C.","Indiana",332,49663,0.67,6051758,0.01
"India N.E.C.","Iowa",352,49663,0.71,2869061,0.01
"India N.E.C.","Kansas",778,49663,1.57,2631827,0.03
"India N.E.C.","Kentucky",190,49663,0.38,3999146,0
"India N.E.C.","Louisiana",437,49663,0.88,3954844,0.01
"India N.E.C.","Maine",0,49663,0,1231579,0
"India N.E.C.","Maryland",1184,49663,2.38,5533146,0.02
"India N.E.C.","Massachusetts",1209,49663,2.43,6355905,0.02
"India N.E.C.","Michigan",1505,49663,3.03,9080289,0.02
"India N.E.C.","Minnesota",480,49663,0.97,5150715,0.01
"India N.E.C.","Mississippi",386,49663,0.78,2541044,0.02
"India N.E.C.","Missouri",403,49663,0.81,5508462,0.01
"India N.E.C.","Montana",0,49663,0,952635,0
"India N.E.C.","Nebraska",628,49663,1.26,1776556,0.04
"India N.E.C.","Nevada",63,49663,0.13,2744626,0
"India N.E.C.","New Hampshire",720,49663,1.45,1234766,0.06
"India N.E.C.","New Jersey",3204,49663,6.45,8410259,0.04
"India N.E.C.","New Mexico",40,49663,0.08,1800441,0
"India N.E.C.","New York",3980,49663,8.01,17870301,0.02
"India N.E.C.","North Carolina",248,49663,0.5,9147135,0
"India N.E.C.","North Dakota",0,49663,0,691239,0
"India N.E.C.","Ohio",1081,49663,2.18,10674943,0.01
"India N.E.C.","Oklahoma",417,49663,0.84,3496942,0.01
"India N.E.C.","Oregon",60,49663,0.12,3856566,0
"India N.E.C.","Pennsylvania",3549,49663,7.15,11689113,0.03
"India N.E.C.","Rhode Island",80,49663,0.16,966639,0.01
"India N.E.C.","South Carolina",267,49663,0.54,4451500,0.01
"India N.E.C.","South Dakota",0,49663,0,780990,0
"India N.E.C.","Tennessee",842,49663,1.7,6096043,0.01
"India N.E.C.","Texas",3711,49663,7.47,25732230,0.01
"India N.E.C.","Utah",136,49663,0.27,2890269,0
"India N.E.C.","Vermont",105,49663,0.21,563783,0.02
"India N.E.C.","Virginia",1752,49663,3.53,7632032,0.02
"India N.E.C.","Washington",648,49663,1.3,6985060,0.01
"India N.E.C.","West Virginia",2,49663,0,1562854,0
"India N.E.C.","Wisconsin",953,49663,1.92,5356572,0.02
"India N.E.C.","Wyoming",0,49663,0,516070,0
"Hindi","Alabama",3317,1032302,0.32,4273154,0.08
"Hindi","Alaska",86,1032302,0.01,643509,0.01
"Hindi","Arizona",17405,1032302,1.69,6481034,0.27
"Hindi","Arkansas",2371,1032302,0.23,2656747,0.09
"Hindi","California",235144,1032302,22.78,34885769,0.67
"Hindi","Colorado",9205,1032302,0.89,5205618,0.18
"Hindi","Connecticut",11788,1032302,1.14,3243543,0.36
"Hindi","Delaware",3787,1032302,0.37,868386,0.44
"Hindi","District of Columbia",1562,1032302,0.15,586792,0.27
"Hindi","Florida",35479,1032302,3.44,18666465,0.19
"Hindi","Georgia",38526,1032302,3.73,9270184,0.42
"Hindi","Hawaii",883,1032302,0.09,1268826,0.07
"Hindi","Idaho",836,1032302,0.08,1608055,0.05
"Hindi","Illinois",54551,1032302,5.28,11513071,0.47
"Hindi","Indiana",9907,1032302,0.96,6051758,0.16
"Hindi","Iowa",3399,1032302,0.33,2869061,0.12
"Hindi","Kansas",5188,1032302,0.5,2631827,0.2
"Hindi","Kentucky",4061,1032302,0.39,3999146,0.1
"Hindi","Louisiana",2935,1032302,0.28,3954844,0.07
"Hindi","Maine",721,1032302,0.07,1231579,0.06
"Hindi","Maryland",22801,1032302,2.21,5533146,0.41
"Hindi","Massachusetts",36547,1032302,3.54,6355905,0.58
"Hindi","Michigan",25041,1032302,2.43,9080289,0.28
"Hindi","Minnesota",9291,1032302,0.9,5150715,0.18
"Hindi","Mississippi",1903,1032302,0.18,2541044,0.07
"Hindi","Missouri",7365,1032302,0.71,5508462,0.13
"Hindi","Montana",129,1032302,0.01,952635,0.01
"Hindi","Nebraska",1874,1032302,0.18,1776556,0.11
"Hindi","Nevada",5127,1032302,0.5,2744626,0.19
"Hindi","New Hampshire",2182,1032302,0.21,1234766,0.18
"Hindi","New Jersey",101187,1032302,9.8,8410259,1.2
"Hindi","New Mexico",873,1032302,0.08,1800441,0.05
"Hindi","New York",67200,1032302,6.51,17870301,0.38
"Hindi","North Carolina",22664,1032302,2.2,9147135,0.25
"Hindi","North Dakota",486,1032302,0.05,691239,0.07
"Hindi","Ohio",27155,1032302,2.63,10674943,0.25
"Hindi","Oklahoma",3056,1032302,0.3,3496942,0.09
"Hindi","Oregon",8347,1032302,0.81,3856566,0.22
"Hindi","Pennsylvania",33648,1032302,3.26,11689113,0.29
"Hindi","Rhode Island",1934,1032302,0.19,966639,0.2
"Hindi","South Carolina",6058,1032302,0.59,4451500,0.14
"Hindi","South Dakota",948,1032302,0.09,780990,0.12
"Hindi","Tennessee",8259,1032302,0.8,6096043,0.14
"Hindi","Texas",102306,1032302,9.91,25732230,0.4
"Hindi","Utah",4071,1032302,0.39,2890269,0.14
"Hindi","Vermont",450,1032302,0.04,563783,0.08
"Hindi","Virginia",39540,1032302,3.83,7632032,0.52
"Hindi","Washington",42553,1032302,4.12,6985060,0.61
"Hindi","West Virginia",643,1032302,0.06,1562854,0.04
"Hindi","Wisconsin",7491,1032302,0.73,5356572,0.14
"Hindi","Wyoming",22,1032302,0,516070,0
"Urdu","Alabama",2173,604971,0.36,4273154,0.05
"Urdu","Alaska",114,604971,0.02,643509,0.02
"Urdu","Arizona",4504,604971,0.74,6481034,0.07
"Urdu","Arkansas",1646,604971,0.27,2656747,0.06
"Urdu","California",66015,604971,10.91,34885769,0.19
"Urdu","Colorado",2223,604971,0.37,5205618,0.04
"Urdu","Connecticut",7017,604971,1.16,3243543,0.22
"Urdu","Delaware",1626,604971,0.27,868386,0.19
"Urdu","District of Columbia",293,604971,0.05,586792,0.05
"Urdu","Florida",18145,604971,3,18666465,0.1
"Urdu","Georgia",15049,604971,2.49,9270184,0.16
"Urdu","Hawaii",95,604971,0.02,1268826,0.01
"Urdu","Idaho",173,604971,0.03,1608055,0.01
"Urdu","Illinois",66980,604971,11.07,11513071,0.58
"Urdu","Indiana",5309,604971,0.88,6051758,0.09
"Urdu","Iowa",2244,604971,0.37,2869061,0.08
"Urdu","Kansas",2296,604971,0.38,2631827,0.09
"Urdu","Kentucky",2323,604971,0.38,3999146,0.06
"Urdu","Louisiana",2156,604971,0.36,3954844,0.05
"Urdu","Maine",96,604971,0.02,1231579,0.01
"Urdu","Maryland",28254,604971,4.67,5533146,0.51
"Urdu","Massachusetts",11653,604971,1.93,6355905,0.18
"Urdu","Michigan",17551,604971,2.9,9080289,0.19
"Urdu","Minnesota",5068,604971,0.84,5150715,0.1
"Urdu","Mississippi",402,604971,0.07,2541044,0.02
"Urdu","Missouri",3533,604971,0.58,5508462,0.06
"Urdu","Montana",424,604971,0.07,952635,0.04
"Urdu","Nebraska",686,604971,0.11,1776556,0.04
"Urdu","Nevada",1975,604971,0.33,2744626,0.07
"Urdu","New Hampshire",465,604971,0.08,1234766,0.04
"Urdu","New Jersey",44541,604971,7.36,8410259,0.53
"Urdu","New Mexico",830,604971,0.14,1800441,0.05
"Urdu","New York",88767,604971,14.67,17870301,0.5
"Urdu","North Carolina",9385,604971,1.55,9147135,0.1
"Urdu","North Dakota",621,604971,0.1,691239,0.09
"Urdu","Ohio",8081,604971,1.34,10674943,0.08
"Urdu","Oklahoma",2764,604971,0.46,3496942,0.08
"Urdu","Oregon",1022,604971,0.17,3856566,0.03
"Urdu","Pennsylvania",16064,604971,2.66,11689113,0.14
"Urdu","Rhode Island",822,604971,0.14,966639,0.09
"Urdu","South Carolina",2033,604971,0.34,4451500,0.05
"Urdu","South Dakota",278,604971,0.05,780990,0.04
"Urdu","Tennessee",3306,604971,0.55,6096043,0.05
"Urdu","Texas",97053,604971,16.04,25732230,0.38
"Urdu","Utah",1532,604971,0.25,2890269,0.05
"Urdu","Vermont",565,604971,0.09,563783,0.1
"Urdu","Virginia",41178,604971,6.81,7632032,0.54
"Urdu","Washington",9848,604971,1.63,6985060,0.14
"Urdu","West Virginia",976,604971,0.16,1562854,0.06
"Urdu","Wisconsin",4817,604971,0.8,5356572,0.09
"Urdu","Wyoming",0,604971,0,516070,0
"Bengali","Alabama",1208,421143,0.29,4273154,0.03
"Bengali","Alaska",159,421143,0.04,643509,0.02
"Bengali","Arizona",3925,421143,0.93,6481034,0.06
"Bengali","Arkansas",809,421143,0.19,2656747,0.03
"Bengali","California",36303,421143,8.62,34885769,0.1
"Bengali","Colorado",2238,421143,0.53,5205618,0.04
"Bengali","Connecticut",7182,421143,1.71,3243543,0.22
"Bengali","Delaware",1902,421143,0.45,868386,0.22
"Bengali","District of Columbia",588,421143,0.14,586792,0.1
"Bengali","Florida",15821,421143,3.76,18666465,0.08
"Bengali","Georgia",10456,421143,2.48,9270184,0.11
"Bengali","Hawaii",266,421143,0.06,1268826,0.02
"Bengali","Idaho",0,421143,0,1608055,0
"Bengali","Illinois",5952,421143,1.41,11513071,0.05
"Bengali","Indiana",1981,421143,0.47,6051758,0.03
"Bengali","Iowa",844,421143,0.2,2869061,0.03
"Bengali","Kansas",1532,421143,0.36,2631827,0.06
"Bengali","Kentucky",588,421143,0.14,3999146,0.01
"Bengali","Louisiana",1054,421143,0.25,3954844,0.03
"Bengali","Maine",402,421143,0.1,1231579,0.03
"Bengali","Maryland",9835,421143,2.34,5533146,0.18
"Bengali","Massachusetts",9951,421143,2.36,6355905,0.16
"Bengali","Michigan",27368,421143,6.5,9080289,0.3
"Bengali","Minnesota",2680,421143,0.64,5150715,0.05
"Bengali","Mississippi",355,421143,0.08,2541044,0.01
"Bengali","Missouri",2185,421143,0.52,5508462,0.04
"Bengali","Montana",0,421143,0,952635,0
"Bengali","Nebraska",422,421143,0.1,1776556,0.02
"Bengali","Nevada",1307,421143,0.31,2744626,0.05
"Bengali","New Hampshire",308,421143,0.07,1234766,0.02
"Bengali","New Jersey",30061,421143,7.14,8410259,0.36
"Bengali","New Mexico",472,421143,0.11,1800441,0.03
"Bengali","New York",158663,421143,37.67,17870301,0.89
"Bengali","North Carolina",4754,421143,1.13,9147135,0.05
"Bengali","North Dakota",108,421143,0.03,691239,0.02
"Bengali","Ohio",5105,421143,1.21,10674943,0.05
"Bengali","Oklahoma",1787,421143,0.42,3496942,0.05
"Bengali","Oregon",1574,421143,0.37,3856566,0.04
"Bengali","Pennsylvania",15775,421143,3.75,11689113,0.13
"Bengali","Rhode Island",537,421143,0.13,966639,0.06
"Bengali","South Carolina",1152,421143,0.27,4451500,0.03
"Bengali","South Dakota",175,421143,0.04,780990,0.02
"Bengali","Tennessee",1535,421143,0.36,6096043,0.03
"Bengali","Texas",27378,421143,6.5,25732230,0.11
"Bengali","Utah",285,421143,0.07,2890269,0.01
"Bengali","Vermont",0,421143,0,563783,0
"Bengali","Virginia",18626,421143,4.42,7632032,0.24
"Bengali","Washington",4295,421143,1.02,6985060,0.06
"Bengali","West Virginia",307,421143,0.07,1562854,0.02
"Bengali","Wisconsin",925,421143,0.22,5356572,0.02
"Bengali","Wyoming",8,421143,0,516070,0
"Punjabi","Alabama",429,346352,0.12,4273154,0.01
"Punjabi","Alaska",165,346352,0.05,643509,0.03
"Punjabi","Arizona",4690,346352,1.35,6481034,0.07
"Punjabi","Arkansas",288,346352,0.08,2656747,0.01
"Punjabi","California",157399,346352,45.44,34885769,0.45
"Punjabi","Colorado",1542,346352,0.45,5205618,0.03
"Punjabi","Connecticut",1982,346352,0.57,3243543,0.06
"Punjabi","Delaware",231,346352,0.07,868386,0.03
"Punjabi","District of Columbia",79,346352,0.02,586792,0.01
"Punjabi","Florida",2955,346352,0.85,18666465,0.02
"Punjabi","Georgia",3587,346352,1.04,9270184,0.04
"Punjabi","Hawaii",40,346352,0.01,1268826,0
"Punjabi","Idaho",132,346352,0.04,1608055,0.01
"Punjabi","Illinois",6791,346352,1.96,11513071,0.06
"Punjabi","Indiana",7800,346352,2.25,6051758,0.13
"Punjabi","Iowa",100,346352,0.03,2869061,0
"Punjabi","Kansas",2171,346352,0.63,2631827,0.08
"Punjabi","Kentucky",366,346352,0.11,3999146,0.01
"Punjabi","Louisiana",532,346352,0.15,3954844,0.01
"Punjabi","Maine",0,346352,0,1231579,0
"Punjabi","Maryland",6963,346352,2.01,5533146,0.13
"Punjabi","Massachusetts",4291,346352,1.24,6355905,0.07
"Punjabi","Michigan",8965,346352,2.59,9080289,0.1
"Punjabi","Minnesota",1159,346352,0.33,5150715,0.02
"Punjabi","Mississippi",1128,346352,0.33,2541044,0.04
"Punjabi","Missouri",908,346352,0.26,5508462,0.02
"Punjabi","Montana",0,346352,0,952635,0
"Punjabi","Nebraska",272,346352,0.08,1776556,0.02
"Punjabi","Nevada",2241,346352,0.65,2744626,0.08
"Punjabi","New Hampshire",633,346352,0.18,1234766,0.05
"Punjabi","New Jersey",19070,346352,5.51,8410259,0.23
"Punjabi","New Mexico",76,346352,0.02,1800441,0
"Punjabi","New York",40012,346352,11.55,17870301,0.22
